,Unnamed: 0,tweet_id_str,date_time,location,tweet_text,ML_label,subjectivity,polarity,TBsentiment,vader_compound,VADERsentiment
214,214,1540555679106158593,2022-06-25 04:41:10+00:00,"Las Vegas, NV, USA",This is utterly monstrous. Seek out the worst guy offering the worst advice. How hiring the wrong medical expert derailed US pandemic response ,0,0.78,-0.5,Negative,-0.9287,Negative
215,215,1540544310877102081,2022-06-25 03:56:00+00:00,Shanghai,"#Shanghai has begun offering #COVID 19 #boostershots with different #vaccines to enhance herd immunity against the fast mutating #coronavirus. All subdistricts and towns in the Pudong New Area have initiated the vaccination method, known as sequential immunization. ",1,0.5515151515151515,0.11212121212121212,Positive,0.0,Neutral
216,216,1540540885615747072,2022-06-25 03:42:23+00:00,USA,"The graph or low vaccinated Urk's Covid levels in sewage closely resembles the graph of low vaccinated Bulgaria's Covid cases. Here we see Herd Immunity Urk, Bulgaria vs Herd Mentality Portugal, rest of Netherlands etc . Discussed here ",0,0.3,0.0,Neutral,-0.4939,Negative
217,217,1540530285837697030,2022-06-25 03:00:16+00:00,,"HERD IMMUNITY. With two new COVID variants coming that will be tested again. If it holds, that will be bullish. Watchful waiting for now with a hopeful turn in ALL critical economic insults on the horizon.",1,0.48484848484848486,0.11212121212121212,Positive,-0.2023,Negative
218,218,1540528772474175488,2022-06-25 02:54:15+00:00,,"Deborah Birx, who coordinated the pandemic response during the Trump administration, said former president Donald Trump was swayed by dangerous ideas about the coronavirus, including unfounded claims about herd immunity and unproven treatments.",0,0.45,-0.3,Negative,-0.4767,Negative
219,219,1540527499557232640,2022-06-25 02:49:12+00:00,,"My humble opinion Covid 19 has started to raise its ugly head. A good mask is essential though vaccinated and boosted. The severity may not life threatening as in the past due to herd immunity and loss of virulence. However, people with co comorbidities must be very cautious.",1,0.4607142857142857,-0.05357142857142856,Negative,0.2223,Positive
220,220,1540458398164074498,2022-06-24 22:14:37+00:00,"washington, dc",Why we should still care about COVID and not surrender to herd immunity ,0,0.0,0.0,Neutral,0.4939,Positive
221,221,1540456007834316801,2022-06-24 22:05:07+00:00,"Earth, PNW",That was the point. How hiring the wrong medical expert derailed US pandemic response Ars Technica ,0,0.45,-0.25,Negative,-0.6705,Negative
222,222,1540445969967452160,2022-06-24 21:25:13+00:00,Estonia,anybody remembers the idea of herd immunity to overcome our ongoing Covid19 pandemic? Ars Technica has a great piece about how and where this idea is coming from ,1,0.75,0.8,Positive,0.6249,Positive
223,223,1540425863627431936,2022-06-24 20:05:20+00:00,Toronto,"How hiring the wrong medical expert derailed US pandemic response This makes so much sense. But the damage is already done. Thanks, Trumps, yet again... is there anything that family touched that hasn't ended up fucked up beyond all reason? ",0,0.4,-0.13999999999999999,Negative,0.3765,Positive
224,224,1540424904666931202,2022-06-24 20:01:31+00:00,"metro Detroit, Michigan","Missed this news earlier this week of the Select Subcommittee report. Dr. Atlas incorrectly estimated that the coronavirus 'would cause about 10,000 deaths' which he wrote was comparable to the toll from a normal flu season and 'would be unnoticed'... ",0,0.5833333333333334,-0.016666666666666673,Negative,-0.5859,Negative
225,225,1540419698495328256,2022-06-24 19:40:50+00:00,random,How hiring the wrong medical expert derailed US pandemic response ,0,0.45,-0.25,Negative,-0.6705,Negative
226,226,1540416982213967872,2022-06-24 19:30:02+00:00,,Hope of Herd Immunity Dwindles Alongside Federal COVID 19 Budget and Supplies ADTX and AditxtScore TM Could Create Map to COVID 19 Immune Responses ,0,0.0,0.0,Neutral,0.7351,Positive
227,227,1540415723650039808,2022-06-24 19:25:02+00:00,"Los Angeles, CA",Hope of Herd Immunity Dwindles Alongside Federal COVID 19 Budget and Supplies ADTX and AditxtScore TM Could Create Map to COVID 19 Immune Responses ,0,0.0,0.0,Neutral,0.7351,Positive
228,228,1540415026074353664,2022-06-24 19:22:16+00:00,,"Like the Great Barrington Declaration and herd immunity? The Washington Post Trump swayed by 'dangerous ideas' about coronavirus, Birx tells House panel. via ",0,0.825,0.10000000000000003,Positive,0.5423,Positive
229,229,1540409439773147142,2022-06-24 19:00:04+00:00,"San Francisco, California",Hope of Herd Immunity Dwindles Alongside Federal COVID 19 Budget and Supplies ADTX and AditxtScore TM Could Create Map to COVID 19 Immune Responses ,0,0.0,0.0,Neutral,0.7351,Positive
230,230,1540400142418862080,2022-06-24 18:23:07+00:00,"Guelph, Ontario",How hiring the wrong medical expert derailed US pandemic response ,0,0.45,-0.25,Negative,-0.6705,Negative
231,231,1540399275804442624,2022-06-24 18:19:41+00:00,Suburban Chicago,How hiring the wrong medical expert derailed US pandemic response ,0,0.45,-0.25,Negative,-0.6705,Negative
232,232,1540395500612030464,2022-06-24 18:04:41+00:00,"New York, NY",How hiring the wrong medical expert derailed US pandemic response ,0,0.45,-0.25,Negative,-0.6705,Negative
233,233,1540392218178949120,2022-06-24 17:51:38+00:00,"Los Angeles, California",I shouldn't be surprised that the Trump administration was callous and directed by what they wanted to believe rather than reality to the point that they welcomed an unqualified harbinger of death to lead their COVID policy ,0,0.9,0.1,Positive,-0.4881,Negative
234,234,1540389417998700544,2022-06-24 17:40:30+00:00,"West Coast, World Citizen ","In the wake of covid, I don't know if we ever reached herd immunity, but we've definitely reached herd stupidity.",0,0.75,-0.3,Negative,0.128,Positive
235,235,1540383716408688649,2022-06-24 17:17:51+00:00,Everywhere,"The GOP across the country, including Trump's appointment of Scott Atlas, advocated for policies to expose everyone to Covid, killing off sick and the old in order to provoke Herd immunity Prolife my.......",0,0.5285714285714286,-0.30714285714285716,Negative,-0.9001,Negative
236,236,1540377285156515842,2022-06-24 16:52:18+00:00,"Winnipeg, Manitoba", ADTX Hope of Herd Immunity Dwindles Alongside Federal COVID 19 Budget and Supplies Aditxt Inc. NASDAQ ADTX and AditxtScore TM Could Create Map to COVID 19 Immune Responses ,0,0.0,0.0,Neutral,0.7351,Positive
237,237,1540373089262993408,2022-06-24 16:35:37+00:00,Somewhere near the Cotswolds,"The problem with trying for herd immunity is that we end up with the COVID19 virus evolving into better and better variants, where better means 'has an evolutionary advantage' to it not us. ",0,0.5,0.5,Positive,0.7906,Positive
238,238,1540369061913280513,2022-06-24 16:19:37+00:00,"Parish, NY","THINNING THE HERD How Trump hiring the wrong medical expert derailed US pandemic response An advocate for herd immunity inside the White House pushed to increase infections. JOHN TIMMER 6 23 2022, 1 49 PM ",0,0.3,-0.16666666666666666,Negative,-0.4939,Negative
239,239,1540337233143775234,2022-06-24 14:13:09+00:00,"Detroit, Michigan",How hiring the wrong medical expert derailed US pandemic response ,0,0.45,-0.25,Negative,-0.6705,Negative
240,240,1540334935541694468,2022-06-24 14:04:01+00:00,"Tampa, FL",How hiring the wrong medical expert derailed US pandemic response Ars Technica ,0,0.45,-0.25,Negative,-0.6705,Negative
241,241,1540334173378019330,2022-06-24 14:00:59+00:00,,"Anti science legislators, all the way up to the level of POTUS, endanger lives ...the US's response to the coronavirus pandemic went so wrong that the country ended up with over a million deaths and one of the worst per capita death rates in the world. ",0,0.95,-0.75,Negative,-0.9359,Negative
242,242,1540322613494714369,2022-06-24 13:15:03+00:00,Shanghai,#Shanghai has begun offering #COVID19 #boostershots with different vaccines to enhance herd immunity against the fast mutating coronavirus. ,1,0.6,0.1,Positive,0.0,Neutral
243,243,1540310299760365568,2022-06-24 12:26:07+00:00,"Toronto, ON, CDA"," aJSD IMO, Scott Atlas is more of a heard immunity enthusiast How hiring the wrong medical expert derailed US pandemic response An advocate for herd immunity inside the White House pushed to increase infections. ",0,0.35,0.0,Neutral,-0.1779,Negative
244,244,1540309419363368961,2022-06-24 12:22:37+00:00,,NOBODY CARES! HERD IMMUNITY IS THE ONLY WAY OUT OF A PANDEMIC ,0,1.0,0.0,Neutral,0.5093,Positive
245,245,1540300550704619522,2022-06-24 11:47:23+00:00,,How hiring the wrong medical expert derailed US pandemic response #SmartNews ,0,0.45,-0.25,Negative,-0.6705,Negative
246,246,1540299959853109250,2022-06-24 11:45:02+00:00,"Washington, DC",Putting ideology over science made the COVID 19 pandemic in the US much worse ,0,0.6,-0.4,Negative,-0.4767,Negative
247,247,1540298158588174339,2022-06-24 11:37:53+00:00,RI,How hiring the wrong medical expert derailed US pandemic response #SmartNews ,0,0.45,-0.25,Negative,-0.6705,Negative
248,248,1540292125308354562,2022-06-24 11:13:54+00:00,Canada 🇨🇦,This No mystery here #COVID19 The proponents of herd immunity advocate the deliberate mass infection of the young. Keeping schools open is central to forcing parents into unsafe workplaces and preventing any disruption to profits cc ,0,0.3833333333333333,0.03333333333333333,Positive,-0.2263,Negative
249,249,1540284805396545538,2022-06-24 10:44:49+00:00,I live in Ohio ,"Natural immunity offers greater COVID protection than vaccines, study finds. This is the only path toward herd immunity ",1,0.475,0.175,Positive,0.6124,Positive
250,250,1540281881241042950,2022-06-24 10:33:12+00:00,,"Dr. Geert Vanden Bossche Covid Infection, Disease to Aggravate in Vaccinated Mass vaccination with leaky vaccines could not lead to herd immunity. ",0,0.0,0.0,Neutral,-0.5423,Negative
251,251,1540276072054259714,2022-06-24 10:10:07+00:00,"Wyoming, USA",a lifer with glowing red eyes acquired herd immunity from the coronavirus,1,0.0,0.0,Neutral,0.0,Neutral
252,252,1540273370041749504,2022-06-24 09:59:22+00:00,NC,MUST READ REPORT So J. Kushner Hired Quack Dr. Scott Atlas to Push Herd Immunity Strategy with Trump WH amp undermine CDC measures rather that promote preventative measures until the vaccines were readily available ,0,0.4,0.4,Positive,0.1027,Positive
253,253,1540264612486168576,2022-06-24 09:24:35+00:00,,"And of course they are still talk about getting big calls right, despite his absence from #covid Cobrameetings, running down PPE, herd immunity , underfunding #nhs, scale of Covid contract corruption, lawbreaking, attempt to suppress parliament, undermining Good Friday agreement ",0,0.3049206349206349,0.163531746031746,Positive,0.5574,Positive
254,254,1540259593883901953,2022-06-24 09:04:38+00:00,Norway,How hiring the wrong medical expert derailed US pandemic response ,0,0.45,-0.25,Negative,-0.6705,Negative
255,255,1540259289759068160,2022-06-24 09:03:25+00:00,"Suginami-ku, Tokyo-to, Japan","I've never understood the idea of herd immunity for covid from day 1, as from my understanding the common cold is also a type of coronavirus. And does anybody have herd immunity from the common cold? ",0,0.75,-0.44999999999999996,Negative,0.0,Neutral
256,256,1540254454410366976,2022-06-24 08:44:13+00:00,"North East, England",People who said the Tories wouldn't lose because voters don't like wokeness are now disabused. The coup is almost complete. Well done to the cupboard jumping lockdown sceptics who put their egos ahead of Britain's future and refused to talk about the herd immunity capitulation.,0,0.2625,0.05,Positive,-0.2336,Negative
257,257,1540253242663309312,2022-06-24 08:39:24+00:00,"Louisiana, USA",COVID proving again that Herd immunity does not exist. ,0,0.0,0.0,Neutral,0.0,Neutral
258,258,1540249686207918080,2022-06-24 08:25:16+00:00,Thinkstan,How hiring the wrong medical expert derailed US pandemic response ,0,0.45,-0.25,Negative,-0.6705,Negative
259,259,1540245210000633856,2022-06-24 08:07:29+00:00,SoCal,How hiring the wrong medical expert derailed US pandemic response #SmartNews ,0,0.45,-0.25,Negative,-0.6705,Negative
260,260,1540245066664382464,2022-06-24 08:06:54+00:00,University North Texas,Can anyway find ANY of those experts that talked up herd immunity? #COVID19 #covidau living with #covid working ? Let s me start with Creighton any others?,0,0.0,0.0,Neutral,0.0,Neutral
261,261,1540244224024903680,2022-06-24 08:03:34+00:00,University North Texas,Covid 19 reinfections expected to rise. Where are all those experts that claimed the term herd immunity? ,0,0.4,-0.1,Negative,0.0,Neutral
262,262,1540238968817876992,2022-06-24 07:42:41+00:00,Melbourne,"Geez, really looking like media and Libs completely wrong about Teals, ALP and Greens all working together. And wrong about PRGuy. And wrong about covid herd immunity. And wrong about Libs ability to government or opposition. Consistently wrong about everything basically. #Auspol",0,0.7833333333333333,-0.3833333333333333,Negative,-0.8937,Negative
263,263,1540230888734302208,2022-06-24 07:10:34+00:00,,So injecting small children with a vaccine designed for the alpha strain is going to change the course of the so called pandemic. Those who have had no problems with this virus for 2yrs and perhaps are our last chance of herd immunity. That makes perfect sense doesn't it ,0,0.48888888888888893,0.25,Positive,0.7755,Positive
264,264,1540229948249673728,2022-06-24 07:06:50+00:00,,New How hiring the wrong medical expert derailed US pandemic response ,0,0.4515151515151515,-0.12121212121212122,Negative,-0.6705,Negative
265,265,1540229525006684160,2022-06-24 07:05:09+00:00,Forest of Dean,Wow! A lot of the big decisions right during covid You got so many decisions wrong and had to u turn! Herd immunity? Ppe? Care homes? Eat out to help out? Partygate? #outoftouch,0,0.6071428571428571,0.05714285714285714,Positive,0.8351,Positive
266,266,1540219209858301953,2022-06-24 06:24:10+00:00,,"When people say herd immunity in the context of COVID, this is what it means. The great barrington declaration made this little experiment in eugenics official policy. ",0,0.625,0.30625,Positive,0.6249,Positive
267,267,1540213246644420614,2022-06-24 06:00:28+00:00,"Burlington, VT",How hiring the wrong medical expert derailed US pandemic response ,0,0.45,-0.25,Negative,-0.6705,Negative
268,268,1540212603712319488,2022-06-24 05:57:55+00:00,"Oami, Chiba, Japan",New report on how Scott Atlas made herd immunity an unofficial US policy How hiring the wrong medical expert derailed US pandemic response An advocate for herd immunity inside the White House pushed to increase infections. ,0,0.3386363636363636,-0.09090909090909091,Negative,-0.4939,Negative
269,269,1540208496272199682,2022-06-24 05:41:35+00:00,,How hiring the wrong medical expert derailed US pandemic response #science ,0,0.45,-0.25,Negative,-0.6705,Negative
270,270,1540206184220676097,2022-06-24 05:32:24+00:00,Australia,"Seems like Gerrard's necessary that all Qlders catch Covid to achieve herd immunity didn t work, huh? So now he s abandoning public health measures amp foisting the burden onto GPs and EDs. That is absolute dereliction of duty amp he should be sacked. He has 1 job public health! ",0,0.5083333333333334,0.05,Positive,-0.5093,Negative
271,271,1540204053682077696,2022-06-24 05:23:56+00:00,"London, England",Impt new #covid19 info re reinfection..read entire thread.herd immunity study signals is that reinfection is common already gt 12 and it is likely to carry significant risk to those who get reinfected and likely a substantial additional burden on health systems and society ,0,0.7424242424242425,0.035227272727272725,Positive,-0.0772,Negative
272,272,1540197143541055488,2022-06-24 04:56:29+00:00,Danmark,"German health minister Lauterbach has the capability to read and analyse valid scientifically documented data. Unlike who denies the threath Covid is to the population. continues with the herd immunity strategy, although covid continuously mutate and ",0,0.0,0.0,Neutral,-0.4215,Negative
273,273,1540193260236197891,2022-06-24 04:41:03+00:00,"Long Island, NY",How hiring the wrong medical expert derailed US pandemic response ,0,0.45,-0.25,Negative,-0.6705,Negative
274,274,1540177210694602752,2022-06-24 03:37:16+00:00,,"Welp, who could've seen this coming? Your risk of death, hospitalisation amp post COVID illnesses in all organ systems increases with each reinfection. Herd immunity is a joke, amp not a funny one, a dangerous one. Our government fails us all once again. ",0,0.7333333333333333,-0.4083333333333334,Negative,-0.9361,Negative
275,275,1540160082440241152,2022-06-24 02:29:13+00:00,"New York, USA"," Johnson government used the pandemic to implement a massive transfer of social wealth to the major corporations, while imposing a herd immunity policy that killed 200,000 people and left millions with long term illness. ",0,0.3277777777777778,-0.025694444444444447,Negative,-0.6872,Negative
276,276,1540143064475639808,2022-06-24 01:21:35+00:00,"California, USA",How hiring the wrong medical expert derailed US pandemic response ,0,0.45,-0.25,Negative,-0.6705,Negative
277,277,1540139913567301633,2022-06-24 01:09:04+00:00,"Portland, OR",How hiring the wrong medical expert derailed US pandemic response ,0,0.45,-0.25,Negative,-0.6705,Negative
278,278,1540138957220073473,2022-06-24 01:05:16+00:00,"St Petersburg, FL",Trump's COVID Task Force Leader Pushed Back on 'Herd Immunity' Approach MedPage Today ,0,0.0,0.0,Neutral,0.0,Neutral
279,279,1540138337050062848,2022-06-24 01:02:48+00:00,"Seattle, WA, USA (mostly)","How hiring the wrong medical expert derailed US pandemic response Scott Atlas, a White House adviser, used his position to advocate for allowing the SARS CoV 2 virus to spread and tried to block testing for it, which would further that goal. ",0,0.35,-0.125,Negative,-0.8126,Negative
